RoadAccidents055_x264: [('RoadAccidents', 0.48306593), ('Normal_Videos_', 0.35383654), ('Vandalism', 0.2672217), ('Arrest', 0.2474235), ('Burglary', 0.2417619), ('Arson', 0.21531603), ('Assault', 0.21212931), ('Explosion', 0.20594043), ('Abuse', 0.18450265), ('Shooting', 0.17883658), ('Shoplifting', 0.17797789), ('Robbery', 0.16858591), ('Fighting', 0.14828342), ('Stealing', 0.13820295)]
RoadAccidents086_x264: [('RoadAccidents', 0.5138395), ('Assault', 0.25140873), ('Explosion', 0.24291623), ('Arrest', 0.23477338), ('Shooting', 0.23216157), ('Normal_Videos_', 0.22851846), ('Vandalism', 0.22166759), ('Burglary', 0.21497561), ('Arson', 0.21038744), ('Fighting', 0.20987882), ('Abuse', 0.19368327), ('Shoplifting', 0.18713045), ('Robbery', 0.18316743), ('Stealing', 0.1504954)]
RoadAccidents029_x264: [('RoadAccidents', 0.58860433), ('Normal_Videos_', 0.3076656), ('Explosion', 0.26097378), ('Arson', 0.25166705), ('Shooting', 0.24450377), ('Vandalism', 0.23541439), ('Burglary', 0.22575235), ('Arrest', 0.20765314), ('Assault', 0.19997995), ('Fighting', 0.18774073), ('Abuse', 0.18564118), ('Robbery', 0.16909786), ('Shoplifting', 0.16464892), ('Stealing', 0.14309183)]
RoadAccidents032_x264: [('RoadAccidents', 0.4735204), ('Explosion', 0.2912476), ('Vandalism', 0.2674722), ('Arrest', 0.25245732), ('Burglary', 0.25165278), ('Fighting', 0.24316797), ('Arson', 0.24170762), ('Assault', 0.22673035), ('Shoplifting', 0.22327977), ('Shooting', 0.22060138), ('Normal_Videos_', 0.21985504), ('Abuse', 0.21936603), ('Robbery', 0.21767068), ('Stealing', 0.1683733)]
RoadAccidents025_x264: [('Arson', 0.4508794), ('RoadAccidents', 0.3948344), ('Normal_Videos_', 0.29772335), ('Explosion', 0.2890851), ('Burglary', 0.25422445), ('Shooting', 0.23102817), ('Vandalism', 0.21879464), ('Arrest', 0.21351969), ('Fighting', 0.19386792), ('Shoplifting', 0.18225086), ('Abuse', 0.17973918), ('Robbery', 0.17514218), ('Assault', 0.16693841), ('Stealing', 0.13620573)]
RoadAccidents043_x264: [('RoadAccidents', 0.46087483), ('Normal_Videos_', 0.3246892), ('Arrest', 0.26731378), ('Robbery', 0.22481817), ('Shooting', 0.22394724), ('Explosion', 0.20817967), ('Assault', 0.20775534), ('Stealing', 0.1960009), ('Burglary', 0.19064263), ('Shoplifting', 0.17146353), ('Vandalism', 0.16351613), ('Fighting', 0.1608049), ('Abuse', 0.15721633), ('Arson', 0.15383533)]
RoadAccidents113_x264: [('RoadAccidents', 0.36946154), ('Normal_Videos_', 0.31849068), ('Arrest', 0.20683807), ('Shooting', 0.19516523), ('Arson', 0.1652972), ('Burglary', 0.16413243), ('Shoplifting', 0.1617687), ('Robbery', 0.16092071), ('Vandalism', 0.14702517), ('Explosion', 0.14594908), ('Stealing', 0.1379982), ('Fighting', 0.1319515), ('Assault', 0.12925574), ('Abuse', 0.12080169)]
RoadAccidents053_x264: [('RoadAccidents', 0.4847756), ('Explosion', 0.3107251), ('Normal_Videos_', 0.25845802), ('Vandalism', 0.22814935), ('Arrest', 0.22017765), ('Assault', 0.20350593), ('Arson', 0.19465503), ('Abuse', 0.18814099), ('Shooting', 0.17785051), ('Burglary', 0.1754081), ('Fighting', 0.16355215), ('Robbery', 0.1347722), ('Shoplifting', 0.116857), ('Stealing', 0.10950051)]
RoadAccidents017_x264: [('RoadAccidents', 0.34380174), ('Shoplifting', 0.16564015), ('Arrest', 0.14656138), ('Vandalism', 0.13400048), ('Burglary', 0.13215825), ('Explosion', 0.12007756), ('Shooting', 0.116267495), ('Assault', 0.10736117), ('Fighting', 0.10429846), ('Robbery', 0.10289037), ('Stealing', 0.094294295), ('Arson', 0.0634139), ('Abuse', 0.058308743), ('Normal_Videos_', 0.029198121)]
RoadAccidents065_x264: [('Normal_Videos_', 0.3830778), ('Assault', 0.27190095), ('RoadAccidents', 0.25810903), ('Fighting', 0.19986764), ('Abuse', 0.18704587), ('Explosion', 0.17463316), ('Vandalism', 0.17137054), ('Shooting', 0.16027676), ('Burglary', 0.13700923), ('Arrest', 0.11982615), ('Arson', 0.098358996), ('Robbery', 0.058649525), ('Shoplifting', 0.05068244), ('Stealing', 0.042651862)]
RoadAccidents033_x264: [('RoadAccidents', 0.46947065), ('Normal_Videos_', 0.22676031), ('Arrest', 0.1824007), ('Arson', 0.18074211), ('Explosion', 0.17905144), ('Assault', 0.17001936), ('Vandalism', 0.15047297), ('Burglary', 0.14788815), ('Shooting', 0.14148335), ('Abuse', 0.13690914), ('Robbery', 0.1343682), ('Fighting', 0.13288602), ('Stealing', 0.12412234), ('Shoplifting', 0.10876736)]
RoadAccidents143_x264: [('RoadAccidents', 0.46352682), ('Shoplifting', 0.25558382), ('Arrest', 0.24909091), ('Burglary', 0.22922182), ('Vandalism', 0.2232964), ('Explosion', 0.20558365), ('Normal_Videos_', 0.19862121), ('Robbery', 0.19820267), ('Shooting', 0.19570793), ('Arson', 0.19185112), ('Fighting', 0.18364723), ('Assault', 0.18129459), ('Stealing', 0.15558372), ('Abuse', 0.15405667)]
RoadAccidents114_x264: [('RoadAccidents', 0.5539956), ('Arrest', 0.3289756), ('Explosion', 0.2964685), ('Vandalism', 0.29004568), ('Shooting', 0.27472526), ('Arson', 0.27306074), ('Burglary', 0.26344752), ('Assault', 0.25190789), ('Robbery', 0.24836826), ('Abuse', 0.24132541), ('Shoplifting', 0.24052218), ('Normal_Videos_', 0.2365406), ('Fighting', 0.20813099), ('Stealing', 0.19491085)]
RoadAccidents027_x264: [('RoadAccidents', 0.46856368), ('Normal_Videos_', 0.274813), ('Arrest', 0.25910798), ('Explosion', 0.23219472), ('Shooting', 0.22721106), ('Assault', 0.22572905), ('Vandalism', 0.19985262), ('Shoplifting', 0.18684444), ('Fighting', 0.17585415), ('Burglary', 0.17481689), ('Robbery', 0.17187642), ('Arson', 0.17077428), ('Stealing', 0.15825558), ('Abuse', 0.13098079)]
RoadAccidents149_x264: [('RoadAccidents', 0.3953519), ('Shoplifting', 0.23430236), ('Vandalism', 0.20131615), ('Normal_Videos_', 0.19430201), ('Robbery', 0.1880035), ('Arrest', 0.18449773), ('Fighting', 0.17682885), ('Burglary', 0.16928628), ('Abuse', 0.16763121), ('Shooting', 0.16648692), ('Stealing', 0.15786779), ('Arson', 0.15515728), ('Assault', 0.15298975), ('Explosion', 0.14689912)]
RoadAccidents131_x264: [('RoadAccidents', 0.3610507), ('Normal_Videos_', 0.29587746), ('Arson', 0.16156913), ('Shooting', 0.15899153), ('Arrest', 0.15027122), ('Explosion', 0.1265589), ('Vandalism', 0.12192276), ('Shoplifting', 0.1207672), ('Stealing', 0.11306324), ('Assault', 0.11129304), ('Robbery', 0.10428193), ('Burglary', 0.103716865), ('Abuse', 0.099663936), ('Fighting', 0.09805894)]
RoadAccidents096_x264: [('RoadAccidents', 0.4873126), ('Normal_Videos_', 0.38150898), ('Shooting', 0.3095209), ('Explosion', 0.2818899), ('Burglary', 0.27750933), ('Arson', 0.26316628), ('Vandalism', 0.25891018), ('Shoplifting', 0.21904825), ('Robbery', 0.2044758), ('Stealing', 0.18180192), ('Assault', 0.18158993), ('Fighting', 0.17561325), ('Arrest', 0.16678612), ('Abuse', 0.16347523)]
RoadAccidents119_x264: [('RoadAccidents', 0.52729154), ('Arson', 0.35277838), ('Burglary', 0.3248158), ('Robbery', 0.31489348), ('Arrest', 0.31120312), ('Explosion', 0.30133012), ('Assault', 0.29001874), ('Vandalism', 0.28991586), ('Shooting', 0.27582288), ('Shoplifting', 0.25980943), ('Abuse', 0.23607539), ('Normal_Videos_', 0.2323089), ('Stealing', 0.20953149), ('Fighting', 0.20470145)]
RoadAccidents135_x264: [('RoadAccidents', 0.36437267), ('Normal_Videos_', 0.2541701), ('Arson', 0.21240331), ('Shoplifting', 0.20946442), ('Shooting', 0.20920126), ('Vandalism', 0.20855749), ('Burglary', 0.20845056), ('Explosion', 0.1895644), ('Abuse', 0.17368095), ('Arrest', 0.16922788), ('Stealing', 0.16595441), ('Fighting', 0.15815462), ('Assault', 0.14616667), ('Robbery', 0.13121742)]
RoadAccidents075_x264: [('RoadAccidents', 0.49157667), ('Normal_Videos_', 0.3510219), ('Assault', 0.30244356), ('Vandalism', 0.29129618), ('Burglary', 0.27381587), ('Robbery', 0.27083868), ('Arrest', 0.25528818), ('Shoplifting', 0.2532297), ('Explosion', 0.24810629), ('Arson', 0.24194828), ('Shooting', 0.23998806), ('Abuse', 0.23218791), ('Fighting', 0.21689606), ('Stealing', 0.17564711)]
RoadAccidents042_x264: [('RoadAccidents', 0.36908653), ('Normal_Videos_', 0.36091906), ('Explosion', 0.29150984), ('Arson', 0.24615024), ('Assault', 0.23093107), ('Shooting', 0.22550847), ('Vandalism', 0.22273463), ('Abuse', 0.21092261), ('Arrest', 0.2022888), ('Fighting', 0.19087353), ('Burglary', 0.18629205), ('Robbery', 0.1802485), ('Shoplifting', 0.13484706), ('Stealing', 0.12175923)]
RoadAccidents094_x264: [('RoadAccidents', 0.5551326), ('Vandalism', 0.25309774), ('Explosion', 0.25002778), ('Arrest', 0.24799223), ('Assault', 0.2344248), ('Arson', 0.22823265), ('Burglary', 0.22617845), ('Shooting', 0.221502), ('Normal_Videos_', 0.21972688), ('Abuse', 0.21519177), ('Shoplifting', 0.19721128), ('Robbery', 0.19034748), ('Fighting', 0.17596728), ('Stealing', 0.1274091)]
RoadAccidents048_x264: [('RoadAccidents', 0.47273868), ('Explosion', 0.30897462), ('Normal_Videos_', 0.290412), ('Vandalism', 0.23745386), ('Arrest', 0.23487201), ('Shooting', 0.23194619), ('Arson', 0.22697616), ('Burglary', 0.22490233), ('Assault', 0.22066703), ('Robbery', 0.1968035), ('Abuse', 0.19007099), ('Fighting', 0.18696529), ('Shoplifting', 0.1600163), ('Stealing', 0.11836168)]
RoadAccidents007_x264: [('RoadAccidents', 0.42753208), ('Normal_Videos_', 0.35870108), ('Arrest', 0.25756252), ('Vandalism', 0.2450971), ('Stealing', 0.23422942), ('Shoplifting', 0.2337429), ('Burglary', 0.21117528), ('Shooting', 0.20005347), ('Abuse', 0.19527751), ('Explosion', 0.19159642), ('Assault', 0.18858895), ('Robbery', 0.18824956), ('Arson', 0.18680644), ('Fighting', 0.14482956)]
RoadAccidents071_x264: [('RoadAccidents', 0.475775), ('Vandalism', 0.25239715), ('Explosion', 0.23623419), ('Shoplifting', 0.23043698), ('Burglary', 0.22877085), ('Arson', 0.22343796), ('Arrest', 0.22272171), ('Normal_Videos_', 0.20570779), ('Shooting', 0.19254193), ('Stealing', 0.18966118), ('Robbery', 0.18041381), ('Fighting', 0.17779729), ('Assault', 0.1602433), ('Abuse', 0.1580948)]
RoadAccidents144_x264: [('RoadAccidents', 0.39208204), ('Arrest', 0.20270713), ('Shoplifting', 0.17467794), ('Explosion', 0.16445452), ('Normal_Videos_', 0.14804041), ('Fighting', 0.1447173), ('Arson', 0.13958837), ('Vandalism', 0.13918611), ('Robbery', 0.12449007), ('Burglary', 0.122708134), ('Shooting', 0.11576188), ('Assault', 0.11548862), ('Stealing', 0.11255129), ('Abuse', 0.104744345)]
RoadAccidents046_x264: [('RoadAccidents', 0.4766205), ('Arson', 0.2680358), ('Burglary', 0.2678717), ('Vandalism', 0.26772344), ('Explosion', 0.25274965), ('Arrest', 0.2480464), ('Shoplifting', 0.2385679), ('Normal_Videos_', 0.237899), ('Shooting', 0.20112097), ('Robbery', 0.19782926), ('Assault', 0.18597692), ('Fighting', 0.1681164), ('Stealing', 0.16426826), ('Abuse', 0.15488692)]
RoadAccidents070_x264: [('RoadAccidents', 0.53133875), ('Vandalism', 0.27069587), ('Assault', 0.25607568), ('Arrest', 0.2485615), ('Burglary', 0.24523275), ('Normal_Videos_', 0.24392317), ('Explosion', 0.23993705), ('Shooting', 0.23631586), ('Abuse', 0.22150432), ('Arson', 0.21994334), ('Robbery', 0.19899079), ('Shoplifting', 0.19284467), ('Fighting', 0.18255693), ('Stealing', 0.16282986)]
RoadAccidents087_x264: [('Burglary', 0.37303376), ('Robbery', 0.3725868), ('Shoplifting', 0.33899724), ('RoadAccidents', 0.31685263), ('Vandalism', 0.30647308), ('Normal_Videos_', 0.2915664), ('Arrest', 0.26575422), ('Arson', 0.2652039), ('Assault', 0.26286298), ('Abuse', 0.24274734), ('Explosion', 0.23750106), ('Stealing', 0.23190881), ('Shooting', 0.19654052), ('Fighting', 0.16749045)]
RoadAccidents061_x264: [('RoadAccidents', 0.43266886), ('Shooting', 0.17179787), ('Shoplifting', 0.16939235), ('Normal_Videos_', 0.16902712), ('Vandalism', 0.16843517), ('Explosion', 0.1667709), ('Arrest', 0.15872115), ('Fighting', 0.15818903), ('Arson', 0.1433561), ('Burglary', 0.13183208), ('Abuse', 0.12093532), ('Robbery', 0.119223125), ('Stealing', 0.117074706), ('Assault', 0.11483931)]
RoadAccidents005_x264: [('RoadAccidents', 0.38845438), ('Normal_Videos_', 0.35681772), ('Arrest', 0.2788735), ('Shooting', 0.24429664), ('Robbery', 0.2296328), ('Burglary', 0.2211071), ('Explosion', 0.2147469), ('Assault', 0.20573482), ('Stealing', 0.18923807), ('Shoplifting', 0.1651733), ('Abuse', 0.1516684), ('Fighting', 0.14672452), ('Vandalism', 0.14131498), ('Arson', 0.13492939)]
RoadAccidents098_x264: [('RoadAccidents', 0.44121093), ('Explosion', 0.27707076), ('Shoplifting', 0.25730145), ('Vandalism', 0.25491226), ('Burglary', 0.24655828), ('Arrest', 0.24239929), ('Arson', 0.23138079), ('Stealing', 0.19774508), ('Normal_Videos_', 0.1973922), ('Abuse', 0.1867009), ('Robbery', 0.1852529), ('Shooting', 0.18496042), ('Assault', 0.17632142), ('Fighting', 0.1664017)]
RoadAccidents118_x264: [('RoadAccidents', 0.5257582), ('Burglary', 0.3353402), ('Arrest', 0.31519204), ('Vandalism', 0.30738962), ('Explosion', 0.30082858), ('Normal_Videos_', 0.3001215), ('Arson', 0.2992761), ('Assault', 0.2903987), ('Robbery', 0.27734458), ('Shoplifting', 0.27474272), ('Abuse', 0.2518568), ('Shooting', 0.2438024), ('Fighting', 0.21329027), ('Stealing', 0.20570374)]
RoadAccidents002_x264: [('RoadAccidents', 0.42151535), ('Shoplifting', 0.21987225), ('Normal_Videos_', 0.21774633), ('Arrest', 0.19838783), ('Explosion', 0.19618429), ('Vandalism', 0.1864878), ('Burglary', 0.18253767), ('Fighting', 0.1723245), ('Shooting', 0.16989115), ('Robbery', 0.16570097), ('Arson', 0.15846485), ('Assault', 0.15394615), ('Abuse', 0.14690697), ('Stealing', 0.14308938)]
